326,26,35,'2 - 1,29695,Gianluca Manganiello
327,26,33,'0 - 1,29281,Federico Dionisi
328,31,22,'1 - 2,25353,Alessandro Prontera
329,31,36,'1 - 1,23941,Alberto Santoro
330,31,39,'1 - 1,23391,Luca Pairetto
331,31,38,'1 - 1,23377,Livio Marinelli
332,31,26,'1 - 1,24925,Luca Massimi
333,31,27,'0 - 1,25860,Daniele Chiffi
334,31,37,'2 - 1,23797,Gianluca Aureliano
335,31,24,'2 - 1,26084,Livio Marinelli
336,31,21,'2 - 2,25942,Daniele Orsato
337,35,31,'1 - 0,9219,Andrea Colombo
338,35,21,'0 - 0,18053,Giovanni Ayroldi
339,35,34,'1 - 3,8694,Giacomo Camplone
340,35,32,'5 - 0,15786,Maria Sole Ferrieri Caputi
341,35,22,'1 - 2,17574,Simone Sozza
342,35,28,'2 - 1,11368,Alberto Santoro
343,35,23,'1 - 1,16665,Giovanni Ayroldi
344,35,30,'1 - 2,8000,Fabio Maresca
345,35,24,'0 - 2,10000,Luca Pairetto
346,32,23,'0 - 1,26006,Simone Sozza
347,32,30,'4 - 0,19116,Davide Massa
348,32,36,'2 - 2,18173,Rosario Abisso
349,32,31,'1 - 2,19488,Daniele Doveri
350,32,28,'2 - 1,15922,Davide Ghersini
351,32,40,'1 - 0,17260,Daniele Chiffi
352,32,38,'2 - 2,16780,Matteo Marchetti
353,32,21,'1 - 2,29541,Francesco Fourneau
354,32,33,'1 - 1,16300,Andrea Colombo
355,40,36,'1 - 0,8360,Daniele Chiffi
356,40,35,'2 - 2,6500,Francesco Cosso
357,40,29,'2 - 2,7555,Antonio Giua
358,40,30,'2 - 1,10000,Simone Sozza
359,40,38,'2 - 2,8400,Gianluca Manganiello
360,40,26,'1 - 2,10500,Davide Massa
361,40,34,'1 - 1,6900,Marco Piccinini
362,40,37,'2 - 2,7417,Antonio Giua
363,40,31,'0 - 0,7300,Daniele Chiffi
364,28,25,'2 - 5,16967,Michael Fabbri
365,28,37,'0 - 1,16106,Alessandro Prontera
366,28,30,'2 - 1,16675,Paolo Valeri
367,28,34,'1 - 2,15352,Daniele Minelli
368,28,21,'1 - 2,22904,Davide Massa
369,28,23,'1 - 3,24000,Juan Sacchi
370,28,27,'0 - 1,21934,Marco Di Bello
371,28,40,'1 - 2,18000,Fabio Maresca
372,28,38,'2 - 0,3804,Maurizio Mariani
373,30,37,'0 - 2,20047,Federico Dionisi
374,30,27,'0 - 0,27573,Rosario Abisso
375,30,24,'1 - 1,18499,Gianluca Aureliano
376,30,21,'1 - 2,23049,Michael Fabbri
377,30,39,'0 - 3,19806,Giovanni Ayroldi
378,30,23,'0 - 1,20803,Marco Di Bello
379,30,26,'0 - 2,19226,Livio Marinelli
380,30,31,'0 - 2,20211,Daniele Doveri
381,30,25,'0 - 2,24490,Rosario Abisso
382,38,33,'1 - 2,11572,Paolo Valeri
383,38,35,'0 - 0,9105,Luca Pairetto
384,38,24,'0 - 4,12991,Daniele Orsato
385,38,25,'1 - 4,14238,Rosario Abisso
386,38,30,'0 - 1,13021,Fabio Maresca
387,38,34,'0 - 0,12810,Massimiliano Irrati
388,38,21,'0 - 0,14610,Antonio Rapuano
389,38,27,'0 - 1,14896,Giovanni Ayroldi
390,38,39,'2 - 3,11519,Davide Massa
